"New Category Structure from May 16, 2023 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","","Single-Use Laundry Packs/Pods","","184302"
"","","","","Laundry Sheets & Wipes","","184303"
"","","","","Laundry Sticks","","184305"
"","","Janitorial & Housekeeping Carts","","","","184306"
"","","Janitorial Cart Bags","","","","184307"
"","","Trash Bags & Trash Liners","","","","183873"
"","","Sanitation Steam Cleaners","","","","184308"
"","","","Handheld Steam Cleaners","","","184309"
"","","","Wheeled Steam Cleaners","","","184310"
"","","","Steam Cleaner Parts & Accessories","","","184311"
"","","Floor & Upholstery Cleaning","","","","184312"
"","","","Vacuum Cleaners, Parts & Accessories","","","184313"
"","","","","Backpack Vacuums","","184314"
"","","","","Canister & Wet/Dry Vacuums","","66961"
"","","","","Handheld Vacuums","","184316"
"","","","","Upright & Wide Area Vacuums","","53286"
"","","","","Vacuum Cleaner Parts & Accessories","","184317"
"","","","","","Vacuum Bags & Filter Bags","184318"
"","","","","","Vacuum Cleaner Belts","184319"
"","","","","","Vacuum Cleaner Brushes","184320"
"","","","","","Vacuum Cleaner Filters","184321"
"","","","","","Vacuum Cleaner Hoses","184322"
"","","","","","Vacuum Cleaner Motors","184323"
"","","","","","Vacuum Cleaner Accessory Kits","184324"
"","","","","","Other Vacuum Parts & Accessories","184325"
"","","","Extractors & Steam Cleaners","","","184327"
"","","","","Canister Extractors","","184328"
"","","","","Walk-Behind Extractors","","184329"
"","","","","Truck-Mount Extractors","","184330"
"","","","","Rotary Extractor Attachments","","184331"
"","","","","Extractor Hoses","","184332"
"","","","","Other Extractor Parts & Accessories","","184333"
"","","","Scrubbers, Buffers & Polishers","","","184334"
"","","","","Corded Scrubbers & Buffers","","46535"
"","","","","Propane Scrubbers & Buffers","","66957"
"","","","","Battery Scrubbers & Buffers","","184335"
"","","","","Scrubber & Buffer Parts & Accessories","","184336"
"","","","","","Clutch Plates & Pad Drivers","183748"
"","","","","","Scrubber & Buffer Belts","183749"
"","","","","","Scrubber & Buffer Brushes","183750"
"","","","","","Scrubber & Buffer Squeegees","183751"
"","","","","","Scrubber/Buffer Pads & Bonnets","183752"
"","","","","","Other Parts & Accessories","183753"
"","","","Floor & Carpet Sweepers","","","183754"
"","","","","Ride-On Sweepers","","66969"
"","","","","Walk-Behind Sweepers","","53285"
"","","","","Sweeper Parts & Accessories","","183755"
"","","","","","Sweeper Belts","183756"
"","","","","","Sweeper Brooms","183757"
"","","","","","Sweeper Filters","183759"
"","","","","","Other Sweeper Parts & Accessories","183760"
"","","","Escalator Cleaners","","","183761"
"","","","Blowers, Air Movers & Dryers","","","109459"
"","","Pressure Washers, Parts & Accessories","","","","183762"
"","","","Diesel Pressure Washers","","","183763"
"","","","Electric Pressure Washers","","","183764"
"","","","Gas Pressure Washers","","","183765"
"","","","Pressure Washer Parts & Accessories","","","183766"
"","","","","Chemical Injectors","","183767"
"","","","","Extension Lances","","183768"
"","","","","Gutter Cleaning Tools","","183770"
"","","","","Nozzles & Nozzle Sets","","183771"
"","","","","Pressure Washer Hoses","","183772"
"","","","","Pressure Washer Spray Guns","","183773"
"","","","","Pressure Washer Wands","","183774"
"","","","","Soap Applicator Attachments","","183775"
"","","","","Surface Cleaning Attachments","","183776"
"","","","","Pressure Washer Accessory Kits","","183777"
"","","","","Other Pressure Washer Parts & Accessories","","119101"
"","","Pest Control Supplies","","","","183778"
"","","","Insect Traps & Lures","","","183779"
"","","","","Insect Traps","","183781"
"","","","","","Adhesive Insect Light Traps","183782"
"","","","","","Bait & Lure Insect Traps","183783"
"","","","","","Bug Zappers","183784"
"","","","","","Sticky Traps","183785"
"","","","","Insect Lures","","183786"
"","","","Rodent Traps & Boxes","","","183787"
"","","","","Snap & Glue Traps & Boxes","","183788"
"","","","","Battery-Powered Traps","","183789"
"","","","","Catch & Release Traps","","183790"
"","","","Pest Repellants & Poisons","","","183792"
"","","","","Pest Control Bait & Stations","","183793"
"","","","","","Pest Control Granules","183794"
"","","","","","Pest Control Liquid Bait","183795"
"","","","","","Unbaited Pest Control Bait Stations","183796"
"","","","","Pest Control Dusts & Powders","","183797"
"","","","","Pest Control Fill Fabrics","","183798"
"","","","","Pest Control Fogger Machines","","183799"
"","","","","Pest Control Gels","","183800"
"","","","","Pest Control Sprays","","183801"
"","","","","Ultrasonic Pest Repellers","","183803"
"","","","Pest Trap Parts & Accessories","","","183805"
"","","","","Pest Control Trap Bulbs","","183806"
"","","","","Pest Trap Glue Boards","","183807"
"","","","","Pest Trap Sticky Paper","","183808"
"","","","","Other Pest Trap Parts & Accessories","","183809"
"","","Other Cleaning Supplies","","","","183888"
"","CNC, Metalworking & Manufacturing","","","","","11804"
"","","Metalworking Equipment","","","","258061"
"","","","Bending Machines","","","42147"
"","","","Beveling Machines","","","258443"
"","","","Boring Machines","","","258062"
"","","","Drilling & Tapping Machines","","","258063"
"","","","","Drill & Tap Centers","","258067"
"","","","","Floor & Bench Drill Presses","","258065"
"","","","","Magnetic & Portable Drill Presses","","258064"
"","","","","Tapping Arms","","258066"
"","","","Electrical Discharge Machines","","","258068"
"","","","Finishing Machines","","","258069"
"","","","Folding Machines","","","258070"
"","","","Gear Cutting Machines","","","258071"
"","","","Grinding Machines","","","258072"
"","","","Honing & Lapping Machines","","","258073"
"","","","Ironworker Machines","","","258075"
"","","","Laser Cutting Machines","","","258074"
"","","","Machining Centers & Milling Machines","","","258084"
"","","","Metalworking Lathes","","","258076"
"","","","Metalworking Saws & Cutters","","","258077"
"","","","","Circular Saws","","259022"
"","","","","Concrete Cut-Off Saws","","259023"
"","","","","Diamond Cutters","","258083"
"","","","","Hacksaws","","258082"
"","","","","Horizontal Band Saws","","258079"
"","","","","Jig & Scroll Saws","","258081"
"","","","","Masonry & Tile Saws","","259024"
"","","","","Miter Saws","","259025"
"","","","","Portable Band Saws","","258080"
"","","","","Reciprocating Saws","","258455"
"","","","","Vertical Band Saws","","258060"
"","","","","Other Metalworking Saws","","259026"
"","","","Notcher Machines","","","258442"
"","","","Polishing & Buffing Machines","","","258085"
"","","","Press Brakes","","","41957"
"","","","Punch Presses","","","31372"
"","","","Riveting Machines","","","258445"
"","","","Rollformer Machines","","","258444"
"","","","Sanding Machines","","","259028"
"","","","","Floor Sanders","","259029"
"","","","","Handheld Sanders","","259030"
"","","","Screw Feeder & Screw Conveyor Machines","","","104235"
"","","","Sheet Metal Shears","","","41958"
"","","","Waterjet Cutting Machines","","","258052"
"","","","Other Metalworking Equipment","","","258086"
"","","Metalworking Equipment Replacement Parts","","","","258169"
"","","Metalworking Fluids & Coolants","","","","185128"
"","","Metalworking Inspection & Measurement","","","","185130"
"","","","Calipers","","","258058"
"","","","","Caliper Gages","","258087"
"","","","","Dial Calipers","","258088"
"","","","","Digital Calipers","","258089"
"","","","","Joint Calipers & Dividers","","258090"
"","","","","Vernier Calipers","","258091"
"","","","CMM Machines & Comparators","","","25271"
"","","","Gage Blocks & Spacers","","","41934"
"","","","Indicators","","","58239"
"","","","Inspection Gages","","","58235"
"","","","Magnetic Holders","","","58240"
"","","","Micrometers","","","41938"
"","","","Protractors","","","58248"
"","","","Rules","","","58245"
"","","","Squares","","","58246"
"","","","Surface Plates","","","58247"
"","","","Other Metalworking Inspection & Measurement","","","12581"
"","","Metalworking Manuals, Books & Plans","","","","258092"
"","","Metalworking Software","","","","166671"
"","","Metalworking Supplies","","","","258093"
"","","","Abrasives","","","58193"
"","","","","Abrasive Brushes","","258094"
"","","","","","Cup Brushes","258095"
"","","","","","Disc Brushes","258096"
"","","","","","End Brushes","258097"
"","","","","","Radial Bristle Brushes","258099"
"","","","","","Spiral & Tube Brushes","258100"
"","","","","","Strip Brushes","258101"
"","","","","","Wire Scratch Brushes","258098"
"","","","","","Wire Wheel Brushes","258103"
"","","","","Abrasive Stars","","258145"
"","","","","Abrasive Wheels","","258104"
"","","","","","Angle & Die Grinder Wheels","258105"
"","","","","","Bench & Pedestal Grinding Wheels","258110"
"","","","","","Cup Grinding Wheels","25264"
"","","","","","Cut-Off & Chop Wheels","58196"
"","","","","","Deburring Wheels","258106"
"","","","","","Flap Wheels","258107"
"","","","","","Grinding Cones & Plugs","258108"
"","","","","","Surface Grinding Wheels","258111"
"","","","","Burrs","","258113"
"","","","","Deburring Blades","","258053"
"","","","","Deburring Tools","","258054"
"","","","","Manual Surface Conditioners","","258116"
"","","","","","Sanding Blocks","258117"
"","","","","","Sanding Pads","258118"
"","","","","","Sanding Sheets","258119"
"","","","","","Sanding Sponges","258120"
"","","","","Mounted Points","","258115"
"","","","","Polishing & Buffing","","258121"
"","","","","","Buffing Wheels","258122"
"","","","","","Cross Buffs","258123"
"","","","","","Felt Bobs","258124"
"","","","","","Felt Wheels","258125"
"","","","","","Finishing Compounds","258126"
"","","","","","Flexible Cylinder Hones","258127"
"","","","","","Polishing Bonnets","258128"
"","","","","Sanding Belts","","58194"
"","","","","Sanding Discs","","258129"
"","","","","","Deburring Discs","258131"
"","","","","","Disc Backup Pads","258132"
"","","","","","Felt Discs","258133"
"","","","","","Fiber Discs","258134"
"","","","","","Flap Discs","258135"
"","","","","","Hook-&-Loop Discs","258136"
"","","","","","Overlap Discs","258137"
"","","","","","PSA Discs","258138"
"","","","","","Quick Change Discs","258139"
"","","","","Sanding Rolls","","258140"
"","","","","","Abrasive Rolls","258141"
"","","","","","Sanding Disc Rolls","258142"
"","","","","","Sandpaper Sheet Rolls","258143"
"","","","","","Spiral & Cartridge Rolls","258144"
"","","","","Sharpening Stones","","258146"
"","","","","Tumblers & Media","","258147"
"","","","","","Rotary Tumbler","258148"
"","","","","","Tumbling Media","258149"
"","","","","","Vibratory Tumbler","258150"
"","","","","Other Abrasives","","58198"
"","","","Broaches","","","258151"
"","","","","Broach Setup Plugs","","258152"
"","","","","Broach Shims","","258154"
"","","","","Keyway Broaches","","258153"
"","","","","Rotary Broaches","","258130"
"","","","Dies","","","258185"
"","","","","Die Heads, Chasers & Carriers","","258177"
"","","","","Die Wrenches","","258178"
"","","","","Threading Dies","","258179"
"","","","Cutting Tool Sharpeners","","","258168"
"","","","Drills","","","58213"
"","","","","Countersinks","","258155"
"","","","","Counterbores","","258156"
"","","","","Drill Bit Storage","","258158"
"","","","","Drill Blanks","","258162"
"","","","","Drill Bit Extensions and Sets","","258163"
"","","","","Drill Stops","","258164"
"","","","","Hole Cutters","","258157"
"","","","","Machining Drill Bits","","258160"
"","","","","Power Drill Bits","","258161"
"","","","","Other Metalworking Drills","","159703"
"","","","EDM","","","258165"
"","","","End Mills","","","258166"
"","","","","Finishing End Mills","","258167"
"","","","","Indexable Finishing End Mills","","258176"
"","","","","Roughing & Router End Mills","","258182"
"","","","","End Mills Accessories, Extensions & Storage","","258183"
"","","","Milling Cutters","","","258181"
"","","","Punches","","","258184"
"","","","Reamers","","","258186"
"","","","","Adjustable & Expansion Reamers","","258187"
"","","","","Bridge Reamers","","258190"
"","","","","Capscrew Counterbore Reamers","","258191"
"","","","","Chucking Reamers","","258192"
"","","","","Hand Reamers","","258193"
"","","","","Shell Reamers","","258194"
"","","","","Taper Pin Reamers","","258196"
"","","","","Taper Pipe Reamers","","258197"
"","","","","Modular Reamers","","258189"
"","","","","Morse Taper Reamers","","258198"
"","","","Saw Blades","","","258199"
"","","","","Band Saw Blades","","258200"
"","","","","Chain Saw Bars & Chains","","258201"
"","","","","Circular Saw Blades","","258202"
"","","","","Compass Saw Blades","","258203"
"","","","","Diamond Saw Blades","","258204"
"","","","","Hacksaw Blades","","258205"
"","","","","Hole Saws","","258206"
"","","","","Jeweler's & Coping Saw Blades","","258207"
"","","","","Jig & Scroll Saw Blades","","258208"
"","","","","Reciprocating Saw Blades","","259027"
